,tweets,polarity
42,"RT @DailyPostNGR: 2019: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere https://t.co/hmBag8weV1 https://t.",0.0
43,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
44,"RT @zinadabo1: So I saw Lai Mohammed during an interview saying @MBuhari spends 3.5 million in feeding El-zakzaky monthly.

Please are they",0.0
45,RT @cyberagbero: My bros dem for warri una wan enter Abj but pepper no rest? Awoof don set! Baba Buhari aka Big Bros Bubu don drop free tra,0.05
46,RT @PremiumTimesng: Were trying to organise Nigeria after mind-boggling mismanagement Buhari https://t.co/c89zHLZB0v,0.5
47,"RT @renoomokri: So, the United States Institute for Peace, @USIP, DID NOT predict a @MBuhari victory. It was just another @OfficialAPCNg pr",0.0
48,RT @DiamondCelebs: Were trying to organise Nigeria Buhari https://t.co/aRjWEe82Q1 https://t.co/gSnuwHqms3,0.0
49,RT @DiamondCelebs: Nnamdi Kanu threatens to reveal a deep secret about PresidentBuhari https://t.co/CZeM4mpZti https://t.co/J9XxDblVYW,-0.2
50,"RT @bolanle_cole: Buhari doesn't have on his side as we go to 2019!

1. Age
2. Character 
3. Competence 
4. Integrity 
5. Genuine love for",0.45
51,RT @Amaka_Ekwo: IPOB Family Worldwide Commences Operation Unmask Jubril Aminu Al-Sudani The Buhari Impostor. https://t.co/bkD9w0Lv2b,0.0
52,Buhari Campaign Organization Disowns Letter Soliciting Contract FromFashola https://t.co/G2klaUtzyu https://t.co/J9Sc0Xmg7W,0.0
53,"RT @NGRPresident: President @MBuhari received a group from the South-east, under the aegis of One on One Nigeria. The group, led by Chief C",0.0
54,"RT @nigeriantribune: Buhari asks Senate to confirm Izuwah, DG ICRC
https://t.co/lUgQdzpxmG
#NigerianTribune https://t.co/ciTRwmdFld",0.0
55,"RT @jennie_shaa: twitter deleted my tweet about Buhari today ,na wa oo I can't even post in peace in my country again",0.0
56,"RT @zinadabo1: So I saw Lai Mohammed during an interview saying @MBuhari spends 3.5 million in feeding El-zakzaky monthly.

Please are they",0.0
57,RT @MrStanleyNwabia: What happens to all those Buharists that have been praising PMB since yesterday? I think it's time we stop wasting our,0.0
58,"PDP Accuses Buhari of Concealing Corruption Allegation against Oshiomhole 
We are not aware of his arrest, says AP https://t.co/qLMLjpNAeW",-0.0875
59,"RT @donmekxy: No Glo naija sings
No project fame
No Amstel Malta dance hall competition
No Guilder ultimate search
No Who wants to be a mil",0.1
60,"RT @ibilimuhammed: Hastalannca bu hadis ile motive oluyorum Bir Mslmana herhangi bir musibet, bir sknt, bir keder, bir znt, bir",0.0
61,"RT @cchukudebelu: Paul Biya is 85, Buhari is 75, most other African leaders aren't much younger.

To suggest that the likes of Biya &amp; Buhar",0.09375
62,@Zahra_Buhari frankimoudu@yahoo.com,0.0
63,RT @IamHim05: @MaziNnamdiKanu @greenw82 @radiobiafralive @UKParliament @NGRSenate @TimesofIsrael @netanyahu @StateDept @EU_Commission @FoxN,0.0
64,@Yashman007 @Zahra_Buhari frankimoudu@yahoo.com,0.0
65,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
66,Senator lauds Buhari on revitalisation of Ajaokuta-Itakpe-Warri rail line - https://t.co/oWRVIV6H8g https://t.co/at02dxUox9,0.0
67,"RT @zinadabo1: So I saw Lai Mohammed during an interview saying @MBuhari spends 3.5 million in feeding El-zakzaky monthly.

Please are they",0.0
68,"RT @mikerezzy: Twitter NG

January- Sex Doll

February- Snake &amp; N36M

March- Lazy Youths/Davido &amp; Chioma

May- Transmission Transmission

J",-0.25
69,RT @adeyanjudeji: Theres nobody still supporting Buhari now that will not regret their actions. I remember in 2014/2015 when I told my goo,0.25
70,"RT @Nigerianey: POLL: @Mbuhari or @atiku 

If Nigeria's Presidential Election Holds Today Between Abubakar Atiku And Muhammadu Buhari Who W",0.0
71,"RT @comradop: Second Niger Bridge will be delivered by President Buhari. 

As e dey pain dem, e dey sweet us",0.175
72,RT @sidramatics: Gentle reminder that Muhammadu Buhari will win his re-election in February 2019 and there is nothing Atiku dollars can do,0.5
73,"RT @nicholasibekwe: My latest report on those who brazen stole all the resources of the Nigerian Airways. 

Some of them have been appointe",0.5
74,"RT @bolanle_cole: Buhari doesn't have on his side as we go to 2019!

1. Age
2. Character 
3. Competence 
4. Integrity 
5. Genuine love for",0.45
75,It shows the double standard Buhari applies to issues of corruption and his lack of integrity. https://t.co/UHWeZpmfSb,0.0
76,"RT @DailyPostNGR: 2019: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere https://t.co/hmBag8weV1 https://t.",0.0
77,"Buhari was cloned in London, current Nigerian president is fake  Asari Dokubo [VIDEO] - Daily Post Nigeria https://t.co/vnWGhRvY4w",-0.166666666667
78,"RT @ishakaltundag: Reslullah (sav) buyurdular:

lk peygamberlerden itibaren halkn hatrnda kalan bir sz vardr: Utanmadktan sonra di",0.0
79,WE DID NOT PREDICT VICTORY FOR PRESIDENT BUHARI IN THE 2019 ELECTION-USIP https://t.co/X2LVzrLbAn,0.0
80,"RT @Yourwavygod: Immediately Buhari collected his WAEC result, BOOM! ASUU went on indefinite strike. They dont want to give him admission",0.0
81,"RT @Nigerianey: POLL: @Mbuhari or @atiku 

If Nigeria's Presidential Election Holds Today Between Abubakar Atiku And Muhammadu Buhari Who W",0.0
82,"RT @APCNigeria: @MBuhari received a group from the South-east, under the aegis of One on One Nigeria, led by Chief Chido Obidiegwu, said it",0.0
83,RT @ArewaGimbiyan: @SowunmiSegun Buharis heart= Fake                                 Buharis lungs=Fake.,-0.5
84,"RT @Tutsy22: Prof. Sagay, the Chairman of Buharis Advisory Committee on Anti-corruption, The former Dean of the Faculty of Law, UNIBEN:

-",0.0
85,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
86,"RT @DailyPostNGR: 2019: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere https://t.co/hmBag8weV1 https://t.",0.0
87,RT @Ralfson1: IPOB Family Worldwide Commences Operation Unmask Jubril Aminu Al-Sudani The Buhari Impostor. https://t.co/8ITKSE53EV via @htt,0.0
88,RT @a_aydot: Watching Donald Trump stand &amp; engage the press vibrantly for over an hour makes me wonder why anyone in his right mind would w,0.22619047619
89,RT @SKSolaKuti: Even my dogs have never eaten from paper. That Osinbajo will boast that he and Buhari spent $183m on this rubbish is the bi,-0.1
90,https://t.co/QDMH86e7FH Dishonest presidency,-0.3
91,"RT @renoomokri: So, the United States Institute for Peace, @USIP, DID NOT predict a @MBuhari victory. It was just another @OfficialAPCNg pr",0.0
92,"@bashiryusuf Haha dont be confused brother, Nigeria the country still has an obligation to Britain across all sphe https://t.co/uAGPMZrX2t",-0.1
93,"RT @Karadenizlic: Sanki bir hayal gibi, ben miyim bu grdm?
Silsem de netlemiyor aynamdaki buhar.
Balanmm hazana, zlmez bu k",0.0
94,"RT @idowu553: President Buhari met minimum wage at N18,000 and increased it to N30,000 without a minute strike. 
This is change",0.0
95,IPOB Family Worldwide Commences Operation Unmask Jubril Aminu Al-Sudani The Buhari Impostor. https://t.co/ZT1B2RecY7,0.0
96,"Gen Buhari of #Nigeria has seized  Senator Ike Ekweremadu

#FreeSenatorEkweremadu
 #SiegeOnSenate  #AttackOnDemocracy",0.0
97,@walecoker65 @Buhari_Ghandi @AMADICHIMA That was really ETHICAL,0.2
98,"RT @Tutsy22: I knew the FG was not prepared to pay the proposed N30,000 minimum wage. 

The announcement that @MBuhari approved it was used",0.0
99,"Gen Buhari of #Nigeria has seized  Senator Ike Ekweremadu
#FreeSenatorEkweremadu
 #SiegeOnSenate  #AttackOnDemocracy",0.0
100,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
101,"RT @nafeezi: Rice revolution fake 

WAEC certificate fake 

Martin Luther king jnr award fake 

US institute of peace prediction fake 

Deg",-0.5
102,"""Kim bir kul hakk yemise derhal o kardei ile helallesin nk (kyamet gn) dirhem de gemez dinar da Byle ol https://t.co/v5hQo02KiS",0.0
103,"RT @kcnaija: We Have Not Endorsed the New Minimum Wage  Presidency

I pity Buharists because Buhari isnt aware of many things going on an",0.196590909091
104,US Institute Denies Predicting Victory for Buhari in2019 https://t.co/l86UDH1yMe https://t.co/ZWqwMeXguH,0.0
105,"RT @adeyanjudeji: BREAKING: Herdsmen kidnap 4 Reverend fathers in Delta.

Dear Nigerians, una never see anything yet. If Buhari wins 2nd te",0.15
106,"RT @ErbeTurizm: ""Umre, kendisiyle br umre arasnda ilenmi kk gnahlar iin keffrettir..."" (Buhri, Mslim, Tirmiz, Nes) https://",0.0
107,"The only way left to ""rehabilitate"" #TheAverageBuharist is to help them build again (from scratch), their confidenc https://t.co/IAaFs5KnQ2",0.0
108,"RT @APCNigeria: Those who truly understood what the country was going through under the PDP, and genuinely supported Muhammadu Buhari in 20",0.4
109,Buharis death: Africa leaders observe a minute silence at AU Summit. - https://t.co/YxbMMKj4UE,0.0
110,I wish @atiku and @SpokesManAtiku will tell their supporters that they can't stop #TheAverageBuharist loving Buhari https://t.co/d1M0iWeYvU,0.6
111,"RT @TheAishaJibril: #ThrowbackTuesday 

Then First Lady, Maryam Babangida with Princess  Diana when she visited Nigeria in March 1990 with",0.25
112,"RT @Tutsy22: Prof. Sagay, the Chairman of Buharis Advisory Committee on Anti-corruption, The former Dean of the Faculty of Law, UNIBEN:

-",0.0
113,Education Will End Early Marriages  Aisha Buhari https://t.co/kra74TpHgr,0.1
114,"RT @fkeyamo: Despite all the talk about marginalization, read https://t.co/m1ze5uuTUE",0.0
115,PDP to Prince Charles: Caution Buhari against rigging 2019 poll - https://t.co/id9DhCKvB8 https://t.co/67gLhpP0bW,0.0
116,RT @vanguardngrnews: Nigerians wouldnt be bordered about who is in power if PDP had done their job Buhari===has been published on Vanguar,0.0
117,"If you vote for my husband again, you are a fool, vote him out - Aisha Buhari urges Nigerians  Exclusive News https://t.co/sKDPhzZPAZ",0.0
118,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
119,"RT @UNILAG_EFIWE: BUHARI IS NOT DOING ANYTHING!

Maybe this will change your mind 
#Febuhari 2019  https://t.co/wzGNgNQjcs",0.0
120,"RT @mikerezzy: Twitter NG

January- Sex Doll

February- Snake &amp; N36M

March- Lazy Youths/Davido &amp; Chioma

May- Transmission Transmission

J",-0.25
121,"RT @UNCLE_AJALA: Osinbajo: Sai Baba, Upon how Man Utd fans are always hyping and famzing that Ronaldo guy, he still  scored and celebrated",0.35
122,RT @MAZIOBIBOND1: President Buhari is the direct founder and sponsor of Miyetti Allah and had concluded plans to provide safe heavens for a,0.3
123,Why Buhari must keep his word-Atiku https://t.co/XD30Les6OA https://t.co/0ngb5shQEt,0.0
124,"RT @IamTemitorpee: When we say ""Change is Constant,"" does that mean President Muhammad Buhari will still be our next President in 2019?",-0.104166666667
125,"RT @adeyanjudeji: What is unfortunate about Buhari is that:

If he was only clueless,
Only corrupt,
Only incompetent,

It would have been u",-0.225
126,"RT @hadisderyasii: Resulullah sallallhu aleyhi ve sellem yle buyurdu:

Ahdini bozan herkes iin kyamet gn bir bayrak dikilip bu fala",0.0
127,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
128,"Muhammadu Buhari swears in 23 NPC commissioners, Code Of Conduct members https://t.co/suelQyYBOF via @todayng",0.0
129,"RT @PDPNYF: Do you know that Buhari's son-in-law, Mr Gimba Ya'u Kumo, former MD/CEO of federal mortgage bank who is married to Fatima Buhar",0.125
130,"RT @Mr_Oyagiri: Go tell it on the mountain, 
Over the hills and everywhere,
Go tell it on the mountain,
That Buhari/APC are frauds. https:/",0.0
131,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
132,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
133,"RT @TheNationNews: At the risk of repeating ourselves, we urge the Buhari administration to note that Nigerian workers are the goose that",0.0
134,RT @olushola_shola: Buhari appoints Ameachi as head of his campaign and almost 70% southerners as members of d team. When he needs votes he,0.0
135,RT @sidramatics: Gentle reminder that Muhammadu Buhari will win his re-election in February 2019 and there is nothing Atiku dollars can do,0.5
136,"RT @mikerezzy: Twitter NG

January- Sex Doll

February- Snake &amp; N36M

March- Lazy Youths/Davido &amp; Chioma

May- Transmission Transmission

J",-0.25
137,"Buhari yet to endorse N30,000 minimum wage  Presidency - https://t.co/l50CDhKO2C https://t.co/J0zgDgaj6q",0.0
138,"RT @nafeezi: Rice revolution fake 

WAEC certificate fake 

Martin Luther king jnr award fake 

US institute of peace prediction fake 

Deg",-0.5
139,"RT @cchukudebelu: Paul Biya is 85, Buhari is 75, most other African leaders aren't much younger.

To suggest that the likes of Biya &amp; Buhar",0.09375
140,"RT @donmekxy: No Glo naija sings
No project fame
No Amstel Malta dance hall competition
No Guilder ultimate search
No Who wants to be a mil",0.1
141,"RT @modebolanle: President Donald Trump has been standing there, fielding questions from journalists for close to one and a half hours.

Wh",-0.166666666667
142,"RT @Tutsy22: I knew the FG was not prepared to pay the proposed N30,000 minimum wage. 

The announcement that @MBuhari approved it was used",0.0
143,"RT @kcnaija: The PDP govt of Goodluck Jonathan increased minimum wage by 125% (N7,500 to N18,000)

APC govt of Muhammadu Buhari increased i",0.0
144,RT @Yan_biyu_: Retweet for Buhari @MBuhari and like for Atiku @atiku https://t.co/yol5qnsWaP,0.0
145,"RT @AhmedRufaiI: APC people few days ago: NLC are evil. They hate Buhari. They want to use strike to attack his government. 

News: 30K min",-0.666666666667
146,RT @farooqkperogi: I think Buhari should reassign Sagay as his Special Adviser on the Enablement and Justification of Corruption by APC Mem,0.357142857143
147,"RT @hadisderyasii: Resulullah sallallhu aleyhi ve sellem yle buyurdu:

Ahdini bozan herkes iin kyamet gn bir bayrak dikilip bu fala",0.0
148,RT @MrStanleyNwabia: What happens to all those Buharists that have been praising PMB since yesterday? I think it's time we stop wasting our,0.0
149,RT @vanguardngrnews: 'With 30k minimum wage President Buhari has won the hearts of civil servants'===has been published on Vanguard News Ni,0.0
150,"RT @TheNationNews: At the risk of repeating ourselves, we urge the Buhari administration to note that Nigerian workers are the goose that",0.0
151,RT @aligthebaptist: A lot of ppl here dont understand y some of us r very bitter about Buharis abysmal performance. We didnt only tweet,-0.065
152,"RT @Tutsy22: Prof. Sagay, the Chairman of Buharis Advisory Committee on Anti-corruption, The former Dean of the Faculty of Law, UNIBEN:

-",0.0
153,Senator lauds Buhari on revitalisation of Ajaokuta-Itakpe-Warri rail line... https://t.co/MIGRy9bY2e,0.0
154,RT @thecableng: Lai: @MBuhari still considering minimum wage recommendation https://t.co/CX6B1TV5he via @thecableng,0.0
155,"With Buhari In Office Beyond 2019, Future Looks Bright For Nigerians  Founder Buhari CampaignOrganization https://t.co/hVrIqhniEW",0.35
156,"RT @DailyPostNGR: 2019: Tinubu made a foolish mistake with Buhari, Yorubas will vote Atiku  Afenifere https://t.co/hmBag8weV1 https://t.",0.0
157,@MrAyeDee @BarackObama @Oprah @staceyabrams @RealCandaceO She hasn't conceded defeat &amp; I was told 2night she went t https://t.co/M0CqAVUfal,0.0
158,"RT @afolabiodun: Buhari Cert: So sad, Nneota Egbe does not even know that the certificate/exam being discussed is the same as the Universit",-0.25
159,"RT @renoomokri: So, the United States Institute for Peace, @USIP, DID NOT predict a @MBuhari victory. It was just another @OfficialAPCNg pr",0.0
160,"RT @Nigerianey: POLL: @Mbuhari or @atiku 

If Nigeria's Presidential Election Holds Today Between Abubakar Atiku And Muhammadu Buhari Who W",0.0
161,RT @henryshield: Buhari is using Nigeria to fight his personal battles.,0.0
162,"RT @cchukudebelu: Paul Biya is 85, Buhari is 75, most other African leaders aren't much younger.

To suggest that the likes of Biya &amp; Buhar",0.09375
163,RT @Amaka_Ekwo: IPOB Family Worldwide Commences Operation Unmask Jubril Aminu Al-Sudani The Buhari Impostor. https://t.co/bkD9w0Lv2b,0.0
164,"RT @donmekxy: No Glo naija sings
No project fame
No Amstel Malta dance hall competition
No Guilder ultimate search
No Who wants to be a mil",0.1
165,"RT @nafeezi: Rice revolution fake 

WAEC certificate fake 

Martin Luther king jnr award fake 

US institute of peace prediction fake 

Deg",-0.5
166,@BuhariCentre We are in! Buhari till 2027 plus the third term agenda,0.0
167,RT @MurffyJohn: Nigeria government plans to shot down internet ahead of the UNMASKING of @MBuhari s impostor Jubril Aminu of Sudan who is,-0.155555555556
168,"RT @Karadenizlic: Sanki bir hayal gibi, ben miyim bu grdm?
Silsem de netlemiyor aynamdaki buhar.
Balanmm hazana, zlmez bu k",0.0
169,I just saw U.S Institute Denies Predicting Victory For Buhari In 2019 Election - Click to see also   https://t.co/HgUNpMAPvN,0.0
170,"RT @Chinenye_Zion_1: Didn't know buhari had such a big chest
Thought he took after his slinky ancestors https://t.co/d2lMg8g29D",0.0
171,RT @SKSolaKuti: Even my dogs have never eaten from paper. That Osinbajo will boast that he and Buhari spent $183m on this rubbish is the bi,-0.1
172,"RT @MurffyJohn: The world must take note of this, how can d President of a country be #cloned to replace d dead one n citizens of that coun",-0.2
173,"RT @OfficialDahyor: Imagine you woke up in President Buharis body, whats the first thing youre going to do?",0.25
174,I've just posted a new blog: Longest Flyover In West Africa To Be Commissioned By President Buhari (Pics)  https://t.co/edlq6BhJzL,0.136363636364
175,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
176,RT @cyberagbero: My bros dem for warri una wan enter Abj but pepper no rest? Awoof don set! Baba Buhari aka Big Bros Bubu don drop free tra,0.05
177,RT @MurffyJohn: #UNMASKING Jubril Aminu the Sudanese #impostor who is currently playing late Muhammadu Buhari @MBuhari who died in London h,-0.15
178,RT @SKSolaKuti: Even my dogs have never eaten from paper. That Osinbajo will boast that he and Buhari spent $183m on this rubbish is the bi,-0.1
179,"RT @Karadenizlic: Sanki bir hayal gibi, ben miyim bu grdm?
Silsem de netlemiyor aynamdaki buhar.
Balanmm hazana, zlmez bu k",0.0
180,"RT @AhmedRufaiI: APC people few days ago: NLC are evil. They hate Buhari. They want to use strike to attack his government. 

News: 30K min",-0.666666666667
181,RT @MurffyJohn: #UNMASKING Jubril Aminu the Sudanese #impostor who is currently playing late Muhammadu Buhari @MBuhari who died in London h,-0.15
182,"RT @JoyceOdukoya: That's the thing, there was no Jonathan debacle. Some of you simply didn't understand how Nigeria works. Also, Buhari did",0.0
183,@lentin2 @Orlamey @APCNigeria https://t.co/Tw237EispF,0.0
184,"RT @cchukudebelu: Paul Biya is 85, Buhari is 75, most other African leaders aren't much younger.

To suggest that the likes of Biya &amp; Buhar",0.09375
185,CCB Members and NCP Commissioners Sworn in by PresidentBuhari https://t.co/8B1zicLJQo https://t.co/8pJFmOxuKp,0.0
186,"RT @el_bonga: Some people are saying that the new N30,000 minimum wage approved by President Buhari is done for political reasons. If the P",0.0681818181818
187,PDP flying in US investigators to hunt examiners who marked Buharis WAEC scripts Keyamo https://t.co/rZvF1mVYAr https://t.co/A8GsPdsfvY,0.1
188,"RT @O_ssai: I decided to hit the streets for Buhari today...... I found out that I wasted my time.... Everywhere I went to, I mean it liter",-0.25625
189,"RT @EkeohaZ: Only a country populated by sub-humans will fail to recognise that Jubril is not Buhari. 

How come every government and intel",-0.25
190,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
191,RT @Amaka_Ekwo: Nnamdi Kanu threatens to expose Buhari https://t.co/VoixJhmcM9,0.0
192,@BashirAhmaad @MBuhari Wow! Thanks Buhari you have really tried and we wont want to bother you with more of our pr https://t.co/xx6kFQKBzb,0.25625
193,RT @MurffyJohn: Alhaji Sannusi  Lamidu Sannusi d Sultan of Sokoto has made a courtesy visit today 11/05/18 to gov Roachas Okorocha of Imo s,0.0
194,RT @SKSolaKuti: Even my dogs have never eaten from paper. That Osinbajo will boast that he and Buhari spent $183m on this rubbish is the bi,-0.1
195,"@MBuhari, @APCNigeria
Sey u don hear say
Buhari oleeeeeeee
Sey u don hear say
Buhari oleeeeeeee
Sey u don hear say https://t.co/pQweVGHr9f",0.0
196,"RT @modebolanle: President Donald Trump has been standing there, fielding questions from journalists for close to one and a half hours.

Wh",-0.166666666667
197,"RT @uche_ezeonye: B-R-E-A-K-I-N-G News!
Over $118 Billion Of Crude Oil Sold in 2017, Buhari Remitted less Than $39 Billion To the Federatio",-0.433333333333
198,"RT @adeyanjudeji: Elections under Jonathan cost N85billion in 2011 and N93b respectively in 2015. We bought Card readers, computers &amp; every",0.0
199,"RT @pius_adesanmi: I see Buhari campaign video jingles ""brought to u by d Federal Ministry of Information &amp; Culture."" A Federal Ministry is",0.0
200,RT @Tutsy22: Some corrupt media houses are working with Buhari Campaign Organisation to spread fake news...,-0.5
201,RT @Amaka_Ekwo: Biafra: What Nnamdi Kanu will soon do to Buhari - IPOB - Daily Post Nigeria https://t.co/24VUGFjdbK,0.0
202,"RT @modebolanle: President Donald Trump has been standing there, fielding questions from journalists for close to one and a half hours.

Wh",-0.166666666667
203,"RT @PDPNYF: Buhari / APC achiement. 

1. Two years blaming GEJ 
2. 6 months pursue Nnamdi Kanu 
3. 6 months fighting Saraki 
4. 6 months fi",0.0
204,Keep To Your Word On N30k Minimum Wage  Atiku Speaks On Why Buhari Cant BeTrusted https://t.co/QDwwsyIIH4 https://t.co/7Y9idA5e7z,0.0
